y,A,B,C
2.038148652087714,-0.38462446484300433,-1.0607862219708954,-0.6481205846797875
0.6441758509711663,-0.2765873475757381,-0.2551500337425954,-1.022729238599274
2.373865594070394,-1.4126094541264806,-0.847338723808123,-0.5488556240509493
-0.23660545736405741,0.2208382568356084,2.32264735672893,0.3287000014620295
1.222131960993313,0.04176841000159328,-1.0330225211534096,-1.0222972003359272
0.5748336442165092,0.33790781762755834,-0.022537192911694544,-0.5792370929208424
-0.18067232064511796,-0.04163627959105011,-1.672228247215748,1.5559476985103935
0.742166944238563,0.7917505561108541,-0.7574760514558811,-0.33057922428836367
0.03835904601012652,1.3250098597517426,0.9610360265789712,0.6814321062914116
-1.3006872347184675,2.032459434991853,1.160774330996321,-0.32105484145163155
1.176112545197937,0.9326605838502244,1.102253370767233,0.4394530038938665
-3.797399640188518,0.020127742074730608,0.8637157297500888,-0.7178206641002369
1.901455268287135,-0.15278901252548188,-1.1531009129469019,1.3954178996359392
1.9179014628673166,0.21842535024135343,0.711152518486642,-0.8077990241265676
-0.9241287638446786,-2.0268549907919167,-2.0024764531036903,-0.3227671655215653
-0.1673305135047558,-0.0825173795680618,0.5326679680064101,-0.4901413533677723
0.24008348462236898,-1.750063337791461,0.14573545113211725,0.7528026385511637
2.963379814039143,-0.16088703907767427,-0.39710088818313966,-0.5850159436141557
0.543661014606485,-0.25902019006429683,-1.9501219377763934,0.2451164922893986
0.9960270007773915,1.2399345291817074,-0.36124944347827825,-0.09554885399475745
0.6249401796205837,0.0021977379620889297,-0.711823039291974,-0.33650968075791104
0.3763896674573245,0.0025424310858002874,0.6673724261388732,0.4566027094941458
1.5323620320765339,2.411980912009617,-0.3866295214428173,0.36929540394568994
0.718008306855944,1.6686227156837565,-0.7611066717902839,0.36803505795750485
-1.9608385922205804,-1.154744280808933,1.720833225174097,-0.13752898459950416
2.0949068390123227,-0.29414688759128677,-1.4694982114714195,0.7896184620021621
-0.5396045653115396,-0.07636248414141923,0.6790022329697496,-0.17063598510212355
1.8262049434131211,-0.7200811200878249,-2.0991192553294833,0.5210086534371021
-0.2538157842175395,-2.164338640354417,-0.3178952588165678,0.04130072937742547
-0.9044558013011734,-0.013417056053819059,-1.5165577188972337,-1.1230798949119796
-0.898874476647705,0.8515371921958881,0.3145720302393917,0.3926399870035144
-0.09410371550508545,-0.41203955038999474,-0.6478356061073476,0.06653996186137669
-1.3547050124842515,-1.1349677555380822,0.10113664106891283,-0.14786289703270133
-0.20405891893330025,-0.1498913749603843,0.6832554174546968,0.2892611018780747
-0.727109471023207,-1.402833159686575,1.072875225970001,0.1086247909660271
-0.7582531165708607,-1.0523761681114168,0.16891151210711894,0.6004539925799945
0.8616414812062606,0.2631974620441027,-1.5869487883727813,-0.038515539382938425
1.7510368428094931,0.10831576484975661,-1.0370799997642328,-0.7057941951706941
-0.9268424803723267,-0.7504527182962544,0.233253291684915,-0.2659343154584006
