y,T,X
0.40594971372127886,0.3503654555908935,-0.29839563194359353
0.22201265704645667,-0.06447085134234404,0.7171348214862847
1.3853041339564554,0.8683831870656181,1.6771593609069257
-0.11108681894314953,0.053304520731415894,1.6259229331390954
-0.9021995788139107,0.2949809903805802,-0.9243480437341692
-2.1730298918062827,-1.640156905239179,1.5885707781359795
1.3555748267706367,0.7320711495121125,0.36827268831443677
-0.6411567960307263,-1.1554249635949685,-1.670575680906292
-0.9014255934770397,0.41017911302838933,0.9720855667828369
-0.29690176626495646,-0.6541039593905146,-0.5530685120969654
-0.1615392401506508,0.7164693101081118,0.13106345751692777
0.32555241041826355,0.4411823552799382,0.0730973684584582
0.41503854080910174,-0.6005590487344548,-0.5440918256365168
0.8819451626010305,2.235618084782354,-1.564854201131339
1.1736905741075867,1.937401962948863,1.580238115879065
-0.5246708075660336,-1.7136142390601736,-0.9439765691433387
-0.45265228266473323,0.6731586638151472,1.1847770480600606
-2.6620287566375445,-1.4409831368767456,-1.4164626805380187
0.30917664601938116,0.8414547088871421,-0.4768670723682946
0.324180990240458,-0.24938148153377468,0.2979365145034569
-2.136320445672541,-1.1346712697570782,-0.3745878828118004
2.189684638582909,-1.123258242402804,0.316740260210941
0.1669563696793121,-0.4665178037079898,0.45936313012492347
-0.3863984598945119,-0.22712130865560826,0.20350486404487148
-1.4620414973600235,-0.8860302262024113,-2.703283495817344
0.014683361328370004,-0.8651155264374021,-0.8196470638748068
1.373289583982778,-1.0600416237060712,1.83811897649588
-0.2893204497156734,-0.9954754376781538,-0.4471307296319455
0.8254732045772262,-0.5600140193284109,-1.7062774113752825
1.663988674249848,0.8869414020265134,0.666044861812385
-1.3394628764036252,0.9495162482049679,0.9659852608858
0.28327393736565765,0.10073235380738421,1.0957178723888352
-0.6462701798063555,-1.7954547423613785,0.29373788672213447
-2.7141396512144866,-0.28322119940375157,-1.338738136361675
-0.6787589221252985,-0.2209409689715559,-1.893236453501261
-0.9606456023694008,-2.185108330646303,0.7657819112693232
1.249267428145077,1.514891060556474,0.9789928221490753
0.8218685415761492,0.5749453534531478,0.03034087792767328
0.648458700491735,-0.09120900682109445,0.42679089111009727
-1.3807912112953054,-0.7309698013774522,-1.0410124899332662
-2.8650068046524577,-2.7923065660019084,-1.7494093954832282
2.1065240437183066,1.1948893556714635,1.2198064331269887
-0.4608373303671407,-0.2421951607405996,0.6257229789697208
-0.857311617239284,0.036855089502791746,0.3790561133081283
0.3823469702517928,-0.29958834720778116,0.3747640336109554
0.3113067790940912,-0.30018206793631663,1.3446003569120932
-2.0353535810473664,-0.79835751325639,-0.3647714137277573
-0.9599464618151294,-0.5607712937556544,0.4567339397245266
-0.15512703560560015,0.4443701106793284,0.16058066049410294
0.22040994392120833,0.2632974588742989,1.4024114000991708
1.189960713378191,1.781464442619743,1.1905468267515726
-1.1967980853355655,-0.0487016645120269,-1.3302003053392533
0.12480693842012902,0.4395829132586643,-0.5396704184686191
0.779473997740005,0.2456904268352571,1.4089527183332946
