y,A,B
-0.45300126920542055,-0.7534911560665916,1.6181107618456294
-0.7462332690713099,-1.1629747580829712,-1.2848800271047485
0.14194369913053226,0.9137794786281906,1.2493817841764738
0.4818921052376185,-1.1589962585277507,-1.8866182845361181
0.37107015156293727,1.0232639361919158,-0.39137921429999223
1.424344641594857,-0.11168258774981599,-0.3006256560734542
-0.8256338746065555,-1.1344619090777888,-0.46513686272568033
1.4906318477676224,0.9220895766267884,1.327026568979423
-1.4178253131542382,-0.14686665067357546,0.6910699282005036
-1.2976543383009822,-0.25800324864997864,-0.40985281270139523
1.5988535003594506,0.20894153593298093,1.3405442610314597
-0.3105764750743615,-0.02613620268547862,0.5632315769046106
-3.4445045041039304,-0.10892933276474896,-1.6090599334630071
0.6023532867408431,1.9917200178791399,0.9259440808441269
-0.03744777735984178,1.6587867187661645,0.8803334996542301
-0.14183248068652307,0.822520102009731,0.5539843057449527
-0.8666784744819023,0.5359979688696173,-0.3729963748754006
0.8611135078979765,-0.048666064194387786,-0.31765170668637066
0.027992659953616078,-0.23062485849589534,-0.8151288772334404
-2.129516179409894,-0.32584669895967905,-1.0208683362627637
-0.5299980674905189,-0.5441658863841858,-3.0200606751221937
0.6446664355962086,-0.3910964010110847,1.2922296989320092
1.4109487738978868,-0.4885183753548723,-0.5666879753384809
-1.1451916482503754,-0.2412270549148658,-1.7267798063671689
-0.7523051531462649,-0.27332894979278677,-0.5793454821118791
-0.7814745502442506,-0.38158593636304605,0.21863250180583826
-1.2071726211512448,-0.3459452046054028,-2.1081134020034087
1.360582665362116,1.2406015317342087,1.4770191161449338
0.4100268027006184,-0.12303324594471525,0.6592954400252473
-0.21306643525267807,0.8347200632580706,-1.2937944822950143
-0.7378334825347606,-1.8989694452137265,-0.5637992610028763
-0.5413880411772723,-0.6398203933911226,-1.768923686463169
1.1832412950296096,0.6218837644407506,0.3531025553299736
0.638075226999537,0.8207092492522972,1.0678276495375116
-0.7471326412777822,-1.3210485282723967,0.2836713161307777
-1.6767703584181037,-0.9331295236018172,-0.024812750569803255
0.9274386404865889,0.9636782785173152,0.9982242385687119
0.13925079823764364,0.6432087389571333,0.9007400630673119
0.7441453356608603,-0.10150715073337828,0.049770344090691594
0.7096319834457396,2.538056796724532,2.14220397578615
0.9755785049969289,0.8418965580376921,2.5725979285842366
0.27523344969240293,0.08944585407617968,0.22838164285516327
1.0641523334127228,-0.5960047122253309,-1.7016443008867037
-0.9703492068909283,-0.8239073413496106,-1.1456671457860752
-1.0053000764984636,-1.495100882242306,-1.0798780795888065
0.39354346054679423,0.9402889960874772,-2.0285522103742335
-0.23310662724461223,0.34473692177608223,1.069102812990927
-0.6838697437975364,2.4749474581260626,0.3084419916065222
0.6022016573364312,0.01639445746241222,0.5018570649539522
-1.3574441732653988,-1.1204610538254935,-1.554667423735708
-0.5658861348241553,-0.9155297336262264,-1.2658331612068279
-1.6240178453276177,0.3298451329425385,0.39187296292851836
0.20896931615775982,-1.3922522661390682,-0.754714110375724
-2.302974719362005,0.7363182163466028,-0.8718224035371878
-0.13101934784096875,0.5729183449067892,-1.2421000781110192
0.28371830122506225,1.8707121521058347,2.6279336334996977
0.6140341675168897,1.9663278771656432,-1.2265077459051998
0.9024721363138417,0.00205380347526798,-0.21989158500156505
1.9123145592086492,1.3663759012087107,1.429845722077118
-0.6651850493017497,0.7680867930992271,1.3856694178981583
0.7032135809738272,-0.4278951092229855,-0.04832573943835075
0.42148595465411187,-0.5109003550507045,-1.6323359794161283
-0.9913067248864325,-0.5969951207310581,-1.3920008049004702
-0.13739280360022083,-1.7082645658609332,-1.8015856123134086
1.4604462006428642,0.7276436197956705,1.162406930952382
0.8080130723428649,-0.7494810442678423,1.0271876018430797
2.463303798270598,-0.6453578915082795,0.6254188120956188
